Player,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-Ins taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (TO),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (TO),GCA (Sh),GCA (Fld),GCA (Def),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Challenges Lost,Blocks,Shots Blocked,Rival Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Position,Age,Country,Club,url,Minutes,DetailedPosition
Ardian Ismajli,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.01,0.04,0.36,1.75,0.0,Shooting,0.45,0.09,20.0%,0.0,0.0,11.9,0.0,0.07,-0.03,-0.03,Passing,35.93,42.75,84.0%,704.1,235.64,11.27,12.26,91.9%,20.88,23.26,89.8%,3.46,5.88,58.8%,0.02,0.18,1.08,0.13,0.0,Pass Types,40.73,1.98,1.3,0.04,0.18,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.58,Goal and Shot Creation,0.4,0.31,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.53,1.21,0.99,0.54,0.0,0.67,0.94,71.4%,0.27,2.02,1.3,0.72,0.94,2.47,4.94,0.0,Possession,53.89,9.57,32.25,20.79,0.99,0.76,53.89,0.04,0.04,100.0%,0.0,0.0%,28.47,145.28,69.43,0.09,0.0,0.09,0.09,31.35,Miscellaneous Stats,0.0,0.81,0.63,0.0,0.0,0.0,0.04,4.0,2.56,1.98,56.4%,DF,26-332,ALB,Empoli,https://fbref.com/en/players/6b635f5c/Ardian-Ismajli,2004,Centre-Back
Sebastiano Luperto,0.06,0.0,0.06,0.06,0.0,0.0,0.11,0.03,0.03,0.03,0.01,0.05,0.37,2.05,0.09,Shooting,0.51,0.11,22.2%,0.11,0.5,12.7,0.0,0.07,0.02,0.02,Passing,41.79,48.29,86.5%,830.43,290.03,12.99,13.85,93.8%,23.11,24.93,92.7%,5.07,8.43,60.1%,0.01,0.06,1.45,0.09,0.03,Pass Types,43.5,4.73,2.19,0.06,0.26,0.09,0.06,0.0,0.0,0.0,0.0,0.06,0.2,Goal and Shot Creation,0.34,0.28,0.03,0.0,0.03,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,Defense,0.94,0.48,0.71,0.2,0.03,0.28,0.6,47.6%,0.31,1.6,1.23,0.37,1.17,2.11,4.67,0.03,Possession,58.38,12.11,35.5,21.88,1.42,0.63,58.38,0.03,0.03,100.0%,0.0,0.0%,31.82,142.93,73.16,0.17,0.03,0.17,0.03,33.73,Miscellaneous Stats,0.03,0.66,0.6,0.0,0.0,0.0,0.0,4.87,2.11,1.91,52.5%,DF,26-356,ITA,Empoli,https://fbref.com/en/players/997fff07/Sebastiano-Luperto,3159,Centre-Back
Răzvan Marin,0.07,0.15,0.22,0.07,0.0,0.0,0.22,0.0,0.06,0.06,0.16,0.21,1.3,4.07,1.15,Shooting,1.3,0.41,31.4%,0.06,0.18,27.6,0.44,0.04,0.02,0.02,Passing,43.61,55.64,78.4%,814.85,289.92,18.33,19.73,92.9%,16.77,19.92,84.2%,6.89,12.55,54.9%,0.16,2.11,3.89,1.18,0.3,Pass Types,47.05,8.29,4.74,0.22,0.59,5.04,0.19,3.33,1.41,1.33,0.0,0.3,0.96,Goal and Shot Creation,3.41,2.0,1.26,0.07,0.04,0.04,0.0,0.15,0.04,0.11,0.0,0.0,0.0,0.0,Defense,1.59,0.85,0.74,0.81,0.04,0.7,1.48,47.5%,0.78,1.04,0.41,0.63,0.48,2.07,1.22,0.0,Possession,63.31,2.55,14.36,34.43,15.1,0.56,63.31,1.33,0.67,50.0%,0.63,47.2%,36.21,187.18,89.85,1.44,0.11,0.74,0.74,40.58,Miscellaneous Stats,0.0,1.18,0.7,0.04,0.0,0.04,0.0,5.29,0.52,0.67,43.8%,MF,27-097,ROU,Empoli,https://fbref.com/en/players/7fac99d4/Razvan-Marin,2431,Central Midfield
Francesco Caputo,0.2,0.13,0.33,0.13,0.07,0.07,0.03,0.0,0.3,0.25,0.08,0.33,0.75,1.15,6.52,Shooting,1.93,0.69,35.6%,0.07,0.19,13.4,0.0,0.13,-0.1,-0.11,Passing,12.71,18.34,69.3%,155.14,26.76,8.16,10.84,75.2%,3.05,4.09,74.4%,0.26,0.49,53.3%,0.05,0.85,0.66,0.16,0.0,Pass Types,17.26,1.05,0.03,0.03,0.0,0.29,0.13,0.0,0.0,0.0,0.0,0.03,0.82,Goal and Shot Creation,1.87,1.44,0.0,0.03,0.29,0.07,0.03,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Defense,0.16,0.1,0.0,0.03,0.13,0.0,0.1,0.0%,0.1,0.26,0.07,0.2,0.07,0.23,0.33,0.0,Possession,25.28,0.43,1.44,10.51,13.4,4.85,25.22,0.69,0.13,19.0%,0.43,61.9%,15.13,62.0,21.03,0.39,0.46,2.1,1.28,20.6,Miscellaneous Stats,0.0,0.56,1.38,1.08,0.0,0.0,0.0,1.7,0.62,1.7,26.8%,FW,36-022,ITA,Empoli,https://fbref.com/en/players/5bd72174/Francesco-Caputo,2748,Centre-Forward
Emmanuel Gyasi,0.07,0.0,0.07,0.07,0.0,0.0,0.3,0.0,0.14,0.14,0.06,0.2,1.17,1.64,5.04,Shooting,1.17,0.43,37.1%,0.06,0.15,13.4,0.0,0.12,-0.08,-0.08,Passing,19.97,24.85,80.4%,257.58,47.65,12.69,14.53,87.4%,5.64,7.01,80.5%,0.47,0.83,56.0%,0.06,0.7,0.5,0.6,0.07,Pass Types,22.41,2.44,0.07,0.0,0.07,0.63,1.4,0.07,0.0,0.0,0.0,0.0,0.87,Goal and Shot Creation,1.77,1.44,0.0,0.07,0.1,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,0.73,0.4,0.33,0.3,0.1,0.23,1.07,21.9%,0.83,0.7,0.2,0.5,0.23,0.97,0.73,0.0,Possession,34.36,1.07,5.51,13.83,15.33,3.14,34.36,1.34,0.23,17.5%,0.97,72.5%,19.8,105.23,38.54,1.14,0.5,2.24,1.5,24.01,Miscellaneous Stats,0.0,1.57,1.37,0.73,0.0,0.0,0.0,3.71,0.57,1.74,24.6%,FW,29-229,GHA,Empoli,https://fbref.com/en/players/f9758dae/Emmanuel-Gyasi,2695,Left Winger
Liberato Cacace,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.08,0.08,0.08,0.16,3.01,5.89,4.14,Shooting,1.0,0.13,12.5%,0.0,0.0,20.9,0.0,0.08,-0.08,-0.08,Passing,51.64,65.81,78.5%,828.93,297.58,25.57,28.7,89.1%,21.69,26.45,82.0%,3.01,6.77,44.4%,0.09,1.13,3.51,0.25,0.13,Pass Types,51.77,13.91,1.38,0.0,0.13,3.89,12.28,0.25,0.25,0.0,0.0,0.13,1.63,Goal and Shot Creation,3.26,1.63,0.63,0.25,0.63,0.0,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,Defense,3.38,1.25,1.63,1.0,0.75,1.38,2.13,64.7%,0.75,2.01,0.88,1.13,0.88,4.26,2.26,0.0,Possession,80.72,4.51,24.82,37.23,19.43,1.63,80.72,3.26,1.25,38.5%,1.75,53.8%,38.36,236.28,126.98,1.75,0.5,0.75,1.13,45.25,Miscellaneous Stats,0.0,1.25,0.63,0.0,0.0,0.25,0.0,5.52,1.13,2.88,28.1%,DF,22-335,NZL,Empoli,https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,718,Left-Back
Matteo Cancellieri,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.16,0.16,0.06,0.22,2.99,1.26,8.04,Shooting,2.36,0.32,13.3%,0.0,0.0,17.1,0.0,0.07,-0.16,-0.16,Passing,17.65,24.59,71.8%,238.95,33.89,10.72,12.61,85.0%,5.67,7.72,73.5%,0.47,2.05,23.1%,0.05,0.32,0.47,0.16,0.16,Pass Types,23.64,0.79,0.16,0.0,0.0,1.73,0.16,0.0,0.0,0.0,0.0,0.16,0.79,Goal and Shot Creation,1.73,1.1,0.0,0.16,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,3.15,1.1,1.1,1.58,0.47,1.58,2.68,58.8%,1.1,1.1,0.0,1.1,0.32,3.47,0.63,0.0,Possession,38.93,1.1,6.3,16.08,17.34,4.89,38.93,3.15,1.58,50.0%,0.63,20.0%,25.85,182.99,89.68,1.89,1.58,2.99,1.1,27.11,Miscellaneous Stats,0.0,2.99,2.52,0.79,0.16,0.0,0.0,4.1,0.63,1.89,25.0%,FW,21-197,ITA,Empoli,https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri,571,Right Winger
Nicolas Haas,0.08,0.08,0.15,0.08,0.0,0.0,0.23,0.0,0.1,0.1,0.07,0.17,0.76,3.12,1.83,Shooting,0.68,0.3,44.4%,0.11,0.25,16.3,0.0,0.14,-0.02,-0.02,Passing,25.71,33.47,76.8%,437.3,118.38,12.48,14.84,84.1%,10.42,12.78,81.5%,2.28,3.35,68.2%,0.02,0.68,2.74,0.53,0.0,Pass Types,32.71,0.76,0.38,0.08,0.23,0.84,0.15,0.0,0.0,0.0,0.0,0.0,1.22,Goal and Shot Creation,1.67,1.52,0.08,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,Defense,2.36,1.14,1.29,0.53,0.53,1.14,2.05,55.6%,0.91,1.29,0.3,0.99,0.68,3.04,1.83,0.0,Possession,44.89,3.2,14.23,21.45,9.36,1.22,44.89,0.38,0.08,20.0%,0.23,60.0%,21.61,78.28,34.84,1.07,0.15,1.37,0.68,27.39,Miscellaneous Stats,0.0,1.6,0.91,0.08,0.0,0.0,0.0,5.25,0.68,1.22,36.0%,MF,27-217,SUI,Empoli,https://fbref.com/en/players/fa449bba/Nicolas-Haas,1183,Central Midfield
Alberto Grassi,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.04,0.04,0.03,0.07,0.36,3.65,0.72,Shooting,0.72,0.22,30.0%,0.0,0.0,15.7,0.0,0.06,-0.04,-0.04,Passing,33.03,41.06,80.5%,508.69,156.64,18.27,20.78,87.9%,10.96,13.54,81.0%,2.22,4.08,54.4%,0.02,0.5,2.01,0.36,0.0,Pass Types,39.48,1.43,1.43,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.57,Goal and Shot Creation,1.07,0.93,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,Defense,2.08,1.65,1.0,1.07,0.0,1.15,1.79,64.0%,0.64,1.58,0.79,0.79,2.08,4.16,3.01,0.0,Possession,53.67,5.59,18.34,29.95,5.88,0.93,53.67,0.57,0.29,50.0%,0.29,50.0%,22.21,97.81,34.9,0.43,0.07,1.36,0.86,28.81,Miscellaneous Stats,0.0,1.79,1.15,0.0,0.0,0.0,0.0,6.95,1.72,1.0,63.2%,MF,28-174,ITA,Empoli,https://fbref.com/en/players/6cc97b6a/Alberto-Grassi,1256,Central Midfield
Giuseppe Pezzella,0.0,0.09,0.09,0.0,0.0,0.0,0.19,0.0,0.02,0.02,0.06,0.07,3.07,6.52,4.56,Shooting,0.47,0.09,20.0%,0.0,0.0,21.2,0.0,0.05,-0.02,-0.02,Passing,41.98,53.8,78.0%,671.42,261.72,21.22,24.29,87.4%,17.5,21.31,82.1%,2.42,5.4,44.8%,0.03,0.74,4.47,0.93,0.37,Pass Types,41.14,12.56,1.4,0.0,0.28,3.16,11.08,0.09,0.0,0.09,0.0,0.09,1.77,Goal and Shot Creation,1.77,1.4,0.19,0.09,0.0,0.09,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,Defense,2.42,1.3,1.86,0.28,0.28,1.3,1.95,66.7%,0.65,1.3,0.37,0.93,0.74,3.16,3.07,0.09,Possession,65.8,4.19,21.87,26.25,18.24,1.02,65.8,1.95,0.84,42.9%,0.84,42.9%,32.02,215.83,126.11,1.77,0.28,1.3,1.12,33.88,Miscellaneous Stats,0.0,1.49,1.12,0.09,0.0,0.0,0.0,5.03,1.12,0.74,60.0%,DF,25-272,ITA,Empoli,https://fbref.com/en/players/149c5f5d/Giuseppe-Pezzella,967,Left-Back
Jacopo Fazzini,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.1,0.1,0.1,0.21,1.14,2.39,3.94,Shooting,1.45,0.1,7.1%,0.0,0.0,20.5,0.1,0.07,-0.1,-0.1,Passing,28.96,36.54,79.3%,385.02,100.38,18.37,20.35,90.3%,8.1,9.34,86.7%,0.93,3.01,31.0%,0.08,1.14,1.76,0.42,0.1,Pass Types,34.05,2.28,1.04,0.1,0.1,1.25,0.21,0.62,0.31,0.31,0.0,0.21,1.04,Goal and Shot Creation,2.7,1.87,0.31,0.21,0.1,0.21,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,Defense,3.32,1.66,2.08,0.93,0.31,1.97,3.63,54.3%,1.66,1.76,0.31,1.45,0.73,4.05,1.97,0.0,Possession,52.53,2.08,14.43,24.71,14.22,1.66,52.53,3.22,1.35,41.9%,1.56,48.4%,28.13,150.73,61.66,1.45,0.0,2.39,2.91,32.28,Miscellaneous Stats,0.0,1.97,1.35,0.0,0.0,0.0,0.0,6.02,1.45,3.32,30.4%,MF,20-165,ITA,Empoli,https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,867,Central Midfield
Roberto Piccoli,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.21,0.21,0.08,0.29,1.26,0.63,4.03,Shooting,2.14,1.01,47.1%,0.12,0.25,14.9,0.0,0.1,0.04,0.04,Passing,9.45,15.63,60.5%,114.96,27.61,6.55,8.95,73.2%,2.27,3.66,62.1%,0.0,1.01,0.0%,0.03,0.63,0.63,0.0,0.0,Pass Types,15.0,0.5,0.0,0.0,0.25,0.5,0.13,0.0,0.0,0.0,0.0,0.13,0.63,Goal and Shot Creation,1.51,0.88,0.0,0.13,0.38,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,Defense,0.38,0.25,0.25,0.0,0.13,0.13,0.76,16.7%,0.63,0.76,0.13,0.63,0.13,0.5,1.39,0.0,Possession,28.99,1.51,4.41,12.23,13.36,3.66,28.99,2.77,1.01,36.4%,1.64,59.1%,16.76,110.04,43.99,0.63,0.25,3.03,1.89,20.17,Miscellaneous Stats,0.0,1.26,0.88,1.01,0.0,0.0,0.0,2.52,2.77,5.04,35.5%,FW,22-213,ITA,Empoli,https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,714,Centre-Forward
Nicolò Cambiaghi,0.43,0.07,0.5,0.43,0.0,0.0,0.36,0.07,0.25,0.25,0.08,0.33,5.01,2.86,7.23,Shooting,2.65,1.07,40.5%,0.16,0.4,18.0,0.0,0.09,0.18,0.18,Passing,21.69,29.28,74.1%,306.52,63.44,13.32,14.89,89.4%,5.73,8.02,71.4%,1.22,2.36,51.5%,0.11,1.07,1.36,1.36,0.43,Pass Types,28.42,0.72,0.07,0.0,0.0,2.86,0.5,0.07,0.0,0.0,0.0,0.14,1.58,Goal and Shot Creation,3.65,2.22,0.07,0.21,0.29,0.64,0.21,0.5,0.07,0.07,0.14,0.07,0.14,0.0,Defense,2.08,1.5,0.79,0.86,0.43,0.57,2.0,28.6%,1.43,1.29,0.07,1.22,0.64,2.72,0.57,0.0,Possession,43.82,0.57,5.94,17.4,21.48,4.15,43.82,4.15,1.58,37.9%,1.5,36.2%,30.07,250.81,108.83,1.86,1.65,3.22,1.65,32.08,Miscellaneous Stats,0.07,1.79,4.3,0.07,0.07,0.0,0.0,4.3,0.21,1.07,16.7%,FW,22-243,ITA,Empoli,https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,1257,Left Winger
Liam Henderson,0.0,0.11,0.11,0.0,0.0,0.0,0.9,0.0,0.04,0.04,0.13,0.18,1.23,3.03,2.92,Shooting,1.12,0.34,30.0%,0.0,0.0,24.2,0.11,0.04,-0.04,-0.04,Passing,40.85,51.06,80.0%,688.13,209.63,17.84,19.98,89.3%,18.52,21.21,87.3%,3.25,7.29,44.6%,0.09,1.57,2.81,1.01,0.67,Pass Types,47.13,3.48,1.23,0.11,0.67,3.14,0.45,1.01,0.34,0.34,0.0,0.45,0.56,Goal and Shot Creation,2.81,2.58,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,Defense,1.46,1.12,0.67,0.56,0.22,0.45,1.91,23.5%,1.46,0.79,0.11,0.67,1.01,2.47,1.12,0.0,Possession,58.13,2.02,12.79,33.33,12.68,1.23,58.13,0.22,0.0,0.0%,0.22,100.0%,32.99,155.65,65.65,0.56,0.0,0.9,0.56,40.51,Miscellaneous Stats,0.0,3.48,1.01,0.0,0.0,0.0,0.0,5.16,0.56,1.23,31.3%,MF,27-125,SCO,Empoli,https://fbref.com/en/players/d7918b13/Liam-Henderson,802,Central Midfield
Bartosz Bereszyński,0.0,0.07,0.07,0.0,0.0,0.0,0.15,0.0,0.01,0.01,0.02,0.03,1.85,3.33,3.11,Shooting,0.22,0.0,0.0%,0.0,,21.4,0.0,0.04,-0.01,-0.01,Passing,34.91,47.55,73.4%,517.74,229.99,20.78,23.07,90.1%,11.02,16.05,68.7%,1.92,5.03,38.2%,0.03,0.37,2.37,0.81,0.22,Pass Types,35.87,11.54,1.77,0.0,0.22,2.14,9.76,0.0,0.0,0.0,0.0,0.15,1.33,Goal and Shot Creation,0.74,0.59,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,Defense,2.22,1.41,1.11,0.89,0.22,1.33,1.85,72.0%,0.52,1.55,0.3,1.26,1.7,3.92,1.92,0.0,Possession,57.02,3.85,18.41,24.11,15.23,1.04,57.02,1.11,0.3,26.7%,0.81,73.3%,23.59,123.43,67.52,1.63,0.07,0.89,0.37,26.33,Miscellaneous Stats,0.0,1.11,0.81,0.0,0.0,0.0,0.0,5.25,1.48,0.89,62.5%,"DF,FW",31-047,POL,Empoli,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski,1217,Right-Back
Viktor Kovalenko,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.29,0.29,0.11,0.39,0.72,3.76,5.01,Shooting,1.97,0.18,9.1%,0.0,0.0,15.4,0.18,0.15,-0.29,-0.29,Passing,31.31,40.26,77.8%,493.84,110.22,16.82,18.79,89.5%,11.99,14.67,81.7%,2.15,4.12,52.2%,0.09,1.07,1.25,0.72,0.18,Pass Types,37.04,3.04,0.72,0.0,0.36,2.68,0.54,1.79,0.89,0.72,0.0,0.18,1.43,Goal and Shot Creation,2.15,1.79,0.18,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,Defense,1.25,0.72,0.18,0.72,0.36,0.54,1.07,50.0%,0.54,1.79,0.18,1.61,0.72,1.97,0.89,0.0,Possession,51.17,1.43,8.59,24.51,18.43,3.4,51.17,0.72,0.54,75.0%,0.18,25.0%,25.77,110.76,42.58,0.36,0.36,1.43,0.36,31.67,Miscellaneous Stats,0.0,1.43,1.97,0.18,0.18,0.0,0.0,5.01,0.89,2.51,26.3%,MF,27-195,UKR,Empoli,https://fbref.com/en/players/9d60028d/Viktor-Kovalenko,503,Attacking Midfield
Filippo Ranocchia,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.2,0.2,0.07,0.27,2.21,4.42,2.55,Shooting,3.23,1.36,42.1%,0.05,0.13,25.2,0.85,0.07,-0.03,-0.03,Passing,34.13,43.3,78.8%,663.28,200.89,13.75,15.79,87.1%,14.09,16.64,84.7%,5.43,8.32,65.3%,0.07,1.19,3.91,1.19,0.17,Pass Types,41.09,2.21,1.19,0.51,1.53,2.21,0.34,0.68,0.0,0.68,0.0,0.0,1.02,Goal and Shot Creation,3.23,1.36,0.68,0.17,0.85,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,Defense,1.87,1.02,0.85,0.68,0.34,0.68,2.04,33.3%,1.36,0.85,0.17,0.68,0.68,2.55,1.19,0.0,Possession,55.7,2.38,11.89,29.55,15.28,0.68,55.7,2.55,1.36,53.3%,0.51,20.0%,36.17,231.79,111.4,3.06,0.0,1.7,1.7,40.08,Miscellaneous Stats,0.0,1.19,2.04,0.0,0.0,0.0,0.0,5.43,0.34,1.02,25.0%,MF,22-106,ITA,Empoli,https://fbref.com/en/players/d9ebed1c/Filippo-Ranocchia,530,Central Midfield
Petar Stojanović,0.0,0.07,0.07,0.0,0.0,0.0,0.14,0.0,0.02,0.02,0.07,0.08,3.22,5.04,2.66,Shooting,0.56,0.07,12.5%,0.0,0.0,25.2,0.07,0.03,-0.02,-0.02,Passing,47.45,59.63,79.6%,823.72,293.72,23.58,26.38,89.4%,17.85,21.77,82.0%,5.18,8.75,59.2%,0.07,1.12,3.29,0.98,0.35,Pass Types,47.8,11.83,1.26,0.21,1.75,2.17,10.5,0.07,0.0,0.07,0.0,0.0,1.61,Goal and Shot Creation,3.01,1.96,0.49,0.21,0.14,0.14,0.07,0.21,0.21,0.0,0.0,0.0,0.0,0.0,Defense,2.66,1.47,1.75,0.63,0.28,1.54,2.52,61.1%,0.98,1.05,0.35,0.7,0.56,3.22,3.43,0.0,Possession,70.47,3.85,23.58,31.28,16.24,0.91,70.47,2.17,0.91,41.9%,0.98,45.2%,36.88,226.54,133.53,1.47,0.35,0.7,0.84,40.38,Miscellaneous Stats,0.0,0.63,0.7,0.0,0.0,0.0,0.0,5.25,0.28,0.49,36.4%,"DF,MF",27-325,SVN,Empoli,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,1286,Right-Back
Sebastian Walukiewicz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,0.06,0.9,1.94,0.0,Shooting,0.3,0.15,50.0%,0.0,0.0,7.2,0.0,0.17,-0.04,-0.04,Passing,51.49,59.1,87.1%,1000.3,344.93,17.16,17.76,96.6%,27.46,29.25,93.9%,5.97,10.0,59.7%,0.01,0.15,1.94,0.15,0.0,Pass Types,57.16,1.64,1.04,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,Goal and Shot Creation,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.34,0.9,1.04,0.3,0.0,0.6,0.9,66.7%,0.3,1.49,1.34,0.15,1.04,2.39,4.48,0.0,Possession,68.51,12.24,44.48,23.28,0.9,0.45,68.51,0.6,0.6,100.0%,0.0,0.0%,39.4,232.54,135.67,0.3,0.0,0.15,0.15,48.66,Miscellaneous Stats,0.0,0.75,0.3,0.0,0.0,0.0,0.0,3.13,0.6,1.04,36.4%,DF,23-145,POL,Empoli,https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,603,Centre-Back
Anel Ahmedhodzic,0.18,0.04,0.22,0.18,0.0,0.0,0.4,0.0,0.13,0.13,0.07,0.2,2.2,3.03,1.52,Shooting,1.19,0.33,27.3%,0.15,0.56,13.6,0.0,0.11,0.05,0.05,Passing,30.7,41.32,74.3%,513.56,163.06,15.02,17.52,85.8%,11.81,15.28,77.3%,3.03,6.0,50.6%,0.06,0.54,2.53,0.47,0.14,Pass Types,38.9,2.31,0.25,0.0,0.36,0.87,2.06,0.0,0.0,0.0,0.0,0.11,0.98,Goal and Shot Creation,1.26,0.98,0.0,0.0,0.18,0.07,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,Defense,2.2,1.16,1.37,0.65,0.18,1.12,1.84,60.8%,0.72,0.9,0.36,0.54,1.95,4.15,3.07,0.0,Possession,53.34,4.15,19.94,23.94,9.82,1.81,53.34,0.87,0.36,41.7%,0.47,54.2%,24.05,155.55,94.77,1.77,0.04,0.87,0.51,29.11,Miscellaneous Stats,0.0,1.23,0.65,0.11,0.04,0.04,0.0,4.95,2.09,1.55,57.4%,DF,24-155,BIH,Sheffield Utd,https://fbref.com/en/players/eab957a3/Anel-Ahmedhodzic,2492,Centre-Back
John Egan,0.05,0.0,0.05,0.05,0.0,0.0,0.29,0.03,0.1,0.1,0.05,0.16,0.24,2.24,0.21,Shooting,1.11,0.29,26.2%,0.05,0.18,11.2,0.0,0.09,-0.05,-0.05,Passing,36.98,48.94,75.6%,757.55,335.62,12.02,14.21,84.6%,19.16,23.03,83.2%,5.3,10.28,51.5%,0.04,0.32,2.0,0.11,0.0,Pass Types,47.41,1.32,1.16,0.03,0.21,0.08,0.16,0.0,0.0,0.0,0.0,0.21,0.18,Goal and Shot Creation,0.87,0.71,0.0,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.37,0.66,0.82,0.55,0.0,0.74,1.0,73.7%,0.26,1.27,0.61,0.66,1.95,3.32,4.27,0.05,Possession,60.01,8.06,32.1,25.54,2.79,1.9,60.01,0.29,0.24,81.8%,0.03,9.1%,29.62,145.61,84.99,0.21,0.03,0.32,0.05,33.23,Miscellaneous Stats,0.03,0.76,0.26,0.05,0.0,0.03,0.0,5.93,4.19,2.5,62.6%,DF,30-312,IRL,Sheffield Utd,https://fbref.com/en/players/debe38a0/John-Egan,3415,Centre-Back
